GameId,PlayerId,BackPostPass,BlockedShot,Goal,GoalAssist,OffTargetShot,OnTargetShot,PlayerOff,playerOn,SavedShot,SuccessfulDribbling,SuccessfulInterception,SuccessfulPass,SuccessfulTackle,UnsuccessfulDribbling,UnsuccessfulInterception,UnsuccessfulPass,UnsuccessfulTackle,PlayerAttackingScore,PlayerDefendingScore,PlayerTeamPlayScore,PlayerTotalScore
501,5,2,3,0,1,1,5,3,3,5,1,0,34,2,2,0,15,1,420,100,870,1390
507,5,0,3,1,1,4,3,3,3,2,6,2,46,3,1,1,18,1,500,230,1200,1930
512,5,0,1,0,1,1,7,2,2,7,3,7,39,3,2,0,22,2,340,420,950,1710
534,5,1,2,1,1,2,4,3,3,3,4,14,36,1,2,3,4,4,560,510,1040,2110
538,5,0,0,1,0,1,6,2,2,5,11,9,26,3,2,5,8,2,730,450,700,1880
548,5,1,2,0,0,1,5,2,2,5,7,7,25,4,5,6,12,2,380,420,630,1430
567,5,1,1,2,1,1,4,3,3,2,9,5,10,2,5,7,3,1,880,230,270,1380
350,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
143,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
222,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
241,6,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
244,6,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
246,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
242,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
227,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
223,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
224,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
216,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
247,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
236,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
221,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
243,6,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
225,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
226,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
252,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
233,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
353,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
238,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
250,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
249,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
240,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
231,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
220,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
228,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
141,6,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,-20,0,-10,-30
142,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
229,6,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
144,6,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,80,-10,70
217,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
218,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
253,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
234,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
254,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
158,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
159,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
230,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
239,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
248,6,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,30,30
237,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
251,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
232,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
346,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
351,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
137,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
138,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
139,6,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,20,0,0,20
140,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
145,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
146,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
147,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
148,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
149,6,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,60,60
152,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
153,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-10,-10
154,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
155,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
156,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
157,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
161,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
162,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
163,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
164,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
245,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
183,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,30,30
203,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,20,20
204,6,0,1,0,0,3,1,1,2,1,10,4,16,4,4,0,7,2,350,360,410,1120
207,6,0,0,2,2,2,2,1,2,0,11,6,18,1,2,0,3,0,1050,300,510,1860
206,6,0,0,3,2,0,4,2,3,1,4,1,18,0,3,0,2,0,860,40,520,1420
209,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
209,6,0,0,1,0,2,2,2,2,1,4,4,4,1,5,0,3,2,200,180,90,470
210,6,0,0,0,0,0,0,2,2,0,5,0,8,1,0,0,3,1,250,40,210,500
212,6,0,0,2,0,1,5,2,2,3,1,3,15,3,2,0,4,0,340,300,410,1050
213,6,0,0,0,0,0,0,1,2,0,6,0,9,3,2,1,1,1,240,150,260,650
298,6,0,0,1,0,1,2,1,2,1,5,0,9,2,1,0,6,5,380,20,210,610
299,6,0,0,0,1,0,2,2,3,2,6,0,13,0,2,0,2,3,420,-60,370,730
196,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
215,6,0,0,0,0,0,1,2,1,1,0,0,10,1,1,0,6,1,-10,40,240,270
165,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
166,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
167,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
168,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
169,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
170,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
172,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
173,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
471,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,80,-10,70
489,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-10,-10
538,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,80
544,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,7,1,1,3,2,5,3,2,2,0,3,4,21,2,3,0,5,3,850,220,580,1650
241,7,1,5,1,3,5,3,3,3,2,5,6,13,4,8,0,5,0,600,480,340,1420
242,7,0,0,1,2,3,5,3,3,4,0,6,14,4,4,0,4,0,360,480,380,1220
246,7,3,4,2,1,5,6,3,3,4,5,4,26,4,1,1,4,1,1000,370,740,2110
247,7,2,3,1,0,4,8,3,3,7,6,5,29,8,2,0,3,0,690,680,840,2210
236,7,0,0,5,1,3,8,3,3,3,5,1,14,2,1,0,5,0,1140,160,370,1670
243,7,3,1,1,1,6,6,3,3,5,2,2,12,7,0,1,1,3,800,430,350,1580
244,7,1,2,1,0,6,9,3,3,8,3,8,16,6,11,0,11,3,160,620,370,1150
252,7,2,1,1,0,4,2,2,2,1,3,6,15,6,4,1,6,0,400,590,390,1380
250,7,1,3,2,7,1,4,3,3,2,8,9,19,3,3,2,6,4,1690,440,510,2640
249,7,2,1,3,0,0,7,3,3,4,12,2,30,5,2,0,7,4,1310,300,830,2440
240,7,0,5,4,2,3,6,2,3,2,5,0,13,3,0,1,2,4,1040,90,370,1500
253,7,1,0,4,0,7,7,2,2,3,9,6,28,2,2,0,7,1,1110,340,770,2220
254,7,0,1,5,0,5,10,2,2,5,12,8,28,5,1,0,5,4,1350,540,790,2680
239,7,0,0,1,1,1,2,2,2,1,4,2,20,3,8,0,3,2,260,220,570,1050
248,7,0,3,1,2,2,5,2,2,4,10,4,23,9,5,1,4,4,780,610,650,2040
237,7,0,1,2,2,5,10,3,3,8,16,1,21,8,5,2,5,4,1320,420,580,2320
353,7,2,4,5,0,2,7,2,2,2,5,4,19,2,7,2,8,3,990,200,490,1680
251,7,0,0,3,2,3,7,3,3,4,6,6,17,3,5,1,2,1,930,390,490,1810
245,7,1,0,3,1,2,11,3,3,8,4,5,17,5,9,0,5,3,790,440,460,1690
436,7,0,0,6,0,0,6,4,4,0,8,0,27,1,3,0,7,1,1210,120,740,2070
437,7,4,1,2,2,2,4,2,2,2,7,1,17,4,4,0,7,1,1330,260,440,2030
438,7,2,1,5,3,1,8,2,2,3,13,4,18,2,8,0,8,2,1870,240,460,2570
497,7,2,2,2,0,6,5,2,2,3,12,0,25,4,9,0,10,5,850,140,650,1640
489,7,2,3,2,0,2,4,2,2,2,7,7,24,5,6,0,2,3,690,520,700,1910
501,7,2,1,5,4,3,7,2,2,2,7,1,26,5,5,0,4,3,1760,280,740,2780
507,7,1,2,4,1,5,9,2,2,5,8,4,24,7,7,0,6,3,1070,520,660,2250
512,7,0,6,2,1,1,5,1,1,3,8,2,20,4,10,1,17,2,470,270,430,1170
534,7,1,1,3,3,4,10,2,2,7,12,6,27,4,4,1,9,2,1560,430,720,2710
538,7,1,2,2,2,3,5,2,2,3,14,9,25,7,7,1,10,7,1190,630,650,2470
548,7,2,1,3,1,3,6,2,2,3,5,11,17,4,5,1,6,1,960,650,450,2060
567,7,1,2,4,1,3,8,3,3,4,10,4,20,2,3,1,1,5,1290,170,590,2050
350,8,0,1,0,0,0,0,1,1,0,0,0,4,1,0,0,1,0,-20,60,110,150
144,8,0,0,1,0,0,3,2,2,2,1,2,4,2,0,9,10,6,240,-10,20,250
143,8,0,1,1,0,4,1,1,1,0,1,1,11,8,3,0,7,1,50,500,260,810
222,8,0,1,0,0,0,0,3,3,0,5,1,13,1,2,0,2,0,170,100,370,640
242,8,0,1,0,0,0,1,2,2,1,1,1,6,1,2,1,3,2,-10,50,150,190
227,8,0,0,0,0,1,1,3,3,1,5,4,21,1,2,0,6,0,200,220,570,990
223,8,0,0,0,0,1,0,3,2,0,1,6,16,1,2,0,5,3,-20,240,430,650
224,8,0,0,1,0,0,3,3,3,2,2,5,13,4,5,0,0,1,140,420,390,950
216,8,0,0,0,0,1,0,3,3,0,6,8,29,2,1,0,2,2,260,400,850,1510
247,8,0,1,0,0,3,0,3,3,0,4,2,13,2,1,0,0,0,120,200,390,710
236,8,0,0,0,0,0,2,2,2,2,3,0,16,4,0,0,7,1,190,220,410,820
221,8,0,0,0,0,0,1,3,3,1,5,2,20,1,5,0,3,0,120,140,570,830
225,8,0,1,0,0,3,1,3,3,1,7,4,10,4,6,0,2,3,140,340,280,760
226,8,0,0,0,0,1,0,3,3,0,1,7,13,0,1,0,7,0,10,280,320,610
233,8,1,0,0,0,0,0,2,2,0,7,2,6,2,2,0,2,1,420,180,160,760
231,8,0,1,2,1,4,3,3,3,1,2,3,10,3,1,0,2,0,470,300,280,1050
220,8,1,1,1,0,2,2,2,2,1,4,2,22,7,2,0,4,1,400,480,620,1500
228,8,0,2,2,0,2,4,2,2,2,3,1,8,4,1,0,1,2,400,240,230,870
141,8,0,0,0,0,3,0,1,2,0,3,1,9,1,3,1,4,0,30,90,230,350
229,8,0,0,0,0,4,0,3,3,0,1,5,20,3,5,0,2,2,-140,340,580,780
142,8,0,0,0,0,1,1,2,1,1,0,2,9,2,3,0,3,4,-80,120,240,280
217,8,0,0,0,0,2,2,2,3,2,7,4,23,2,3,0,1,2,280,240,680,1200
218,8,0,1,1,1,1,7,2,3,6,8,2,7,2,1,1,2,2,750,150,190,1090
253,8,0,0,0,0,0,0,3,3,0,1,0,10,1,0,0,7,3,50,0,230,280
234,8,0,1,0,0,0,0,4,4,0,0,6,10,0,2,1,5,1,-80,210,250,380
159,8,0,0,0,0,1,1,2,3,1,6,0,12,2,3,0,7,1,220,100,290,610
230,8,0,2,1,0,3,1,4,4,0,4,5,20,6,3,0,9,1,190,540,510,1240
219,8,0,0,1,0,0,1,3,3,0,2,3,11,3,5,1,2,0,100,290,310,700
237,8,0,0,0,0,1,1,2,2,1,4,0,5,3,2,1,5,3,150,110,100,360
353,8,1,0,0,0,2,2,1,1,2,1,2,5,1,2,0,2,0,140,140,130,410
232,8,1,1,2,0,1,5,3,3,3,2,2,11,4,4,1,2,0,440,310,310,1060
346,8,0,0,0,0,0,0,2,2,0,0,1,11,2,0,1,1,1,0,130,320,450
158,8,0,1,0,0,3,0,2,2,0,5,2,14,0,1,0,5,1,170,60,370,600
351,8,0,1,0,0,1,1,3,3,1,2,0,18,2,1,0,4,0,60,120,500,680
137,8,1,2,2,1,5,2,3,3,0,8,3,7,1,1,1,9,2,850,130,120,1100
138,8,0,0,0,0,2,1,2,3,1,9,8,9,0,0,4,8,1,450,260,190,900
139,8,0,0,0,0,4,4,3,3,4,8,10,21,0,1,3,10,3,410,310,530,1250
140,8,0,0,1,0,1,1,2,1,0,1,3,5,2,2,1,1,1,130,210,140,480
145,8,0,1,1,0,3,1,2,2,0,1,0,13,0,2,0,3,0,90,0,360,450
146,8,0,1,1,0,3,4,2,2,3,1,4,17,3,2,1,2,3,150,270,490,910
147,8,0,1,0,0,2,3,2,0,3,1,0,20,0,1,0,9,0,40,0,510,550
148,8,0,1,1,1,2,1,2,2,0,1,0,5,0,0,0,7,0,300,0,80,380
149,8,0,0,0,0,4,0,2,2,0,1,0,15,0,0,0,5,0,10,0,400,410
152,8,0,0,0,0,3,0,1,2,0,0,0,16,0,3,0,1,0,-120,0,470,350
153,8,0,0,0,0,2,1,1,3,1,0,0,13,0,2,0,6,0,-60,0,330,270
154,8,0,1,0,0,3,0,0,2,0,1,0,16,0,0,0,1,0,0,0,470,470
155,8,0,0,0,0,1,0,1,1,0,1,0,4,0,4,0,2,0,-80,0,100,20
156,8,0,1,1,0,0,1,2,2,0,8,2,24,1,1,0,3,0,500,140,690,1330
157,8,0,2,0,0,2,2,2,2,2,4,1,7,3,2,0,2,2,120,180,190,490
162,8,0,0,0,0,0,0,2,3,0,2,2,11,3,1,0,4,1,70,240,290,600
163,8,0,0,0,0,1,2,2,3,2,3,3,8,3,3,0,2,1,90,280,220,590
164,8,0,0,0,0,4,2,2,2,2,6,3,6,1,3,0,4,1,210,160,140,510
210,8,0,1,1,0,1,2,2,3,1,5,2,18,0,3,0,1,0,300,80,530,910
211,8,0,0,0,0,3,2,2,3,2,5,6,7,1,1,0,0,2,230,260,210,700
212,8,0,0,0,0,2,4,2,2,4,5,3,14,1,2,0,0,0,250,180,420,850
299,8,0,0,0,0,0,2,3,3,2,6,1,16,2,3,0,3,1,250,140,450,840
215,8,0,1,0,2,0,0,2,3,0,1,1,12,1,1,1,3,0,280,90,330,700
165,8,0,1,2,0,0,3,3,3,1,2,2,8,3,2,0,1,1,340,240,230,810
166,8,0,0,0,0,0,1,2,3,1,3,3,8,3,3,0,5,2,80,260,190,530
167,8,0,0,0,0,1,1,3,2,1,6,5,11,2,4,0,4,0,190,320,290,800
169,8,0,0,1,0,3,3,2,3,2,6,2,7,2,2,0,4,0,400,200,170,770
170,8,0,0,2,0,2,4,2,2,2,11,4,18,0,0,0,0,1,870,140,540,1550
172,8,0,0,0,0,2,1,2,3,1,5,4,13,3,3,1,4,2,160,290,350,800
173,8,0,0,0,0,0,1,1,2,1,5,3,19,1,3,0,2,0,180,180,550,910
174,8,0,0,1,0,2,3,1,2,2,3,6,7,3,1,0,3,2,290,380,180,850
175,8,0,0,0,0,1,0,2,3,0,8,2,12,3,4,1,4,2,270,210,320,800
176,8,0,1,1,0,0,2,1,2,1,4,1,7,2,1,2,4,2,320,100,170,590
177,8,0,0,0,0,0,0,2,2,0,1,0,4,0,3,0,7,0,-40,0,50,10
290,8,0,0,2,0,2,4,1,2,2,4,0,8,1,1,1,2,4,490,-30,220,680
293,8,0,1,0,1,3,2,2,3,2,4,5,27,2,4,1,0,1,210,290,810,1310
471,8,1,0,0,2,3,1,2,2,1,1,7,10,2,3,0,3,0,360,400,270,1030
472,8,0,0,1,0,4,3,3,3,2,2,0,15,2,4,0,6,1,130,100,390,620
487,8,0,0,0,0,1,2,3,3,2,0,0,12,1,2,0,6,0,-30,60,300,330
496,8,0,0,0,0,3,2,3,3,2,1,0,14,3,4,0,9,0,-60,180,330,450
500,8,0,0,0,0,2,2,4,4,2,1,1,19,3,2,0,6,2,10,180,510,700
537,8,0,0,0,0,0,0,2,2,0,2,0,12,2,1,1,6,1,70,170,300,540
544,8,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,20,20
547,8,1,1,0,0,0,0,2,2,0,2,0,4,0,0,0,4,2,210,-40,80,250
143,9,0,2,0,0,2,4,2,1,4,1,4,14,0,3,3,4,1,-20,110,380,470
222,9,0,1,0,1,0,1,3,3,1,0,3,11,5,5,2,3,2,-10,360,300,650
241,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
227,9,0,0,0,0,0,1,4,4,1,4,1,11,1,2,1,3,3,160,30,300,490
223,9,2,1,0,0,1,2,2,2,2,6,6,17,3,6,1,3,2,390,370,480,1240
224,9,1,0,2,0,1,3,3,3,1,1,3,6,3,1,1,2,1,460,270,160,890
225,9,0,0,1,0,1,2,3,3,1,2,4,10,3,5,0,1,2,110,300,290,700
221,9,0,1,0,1,3,3,3,3,3,7,2,21,4,3,1,6,4,410,230,570,1210
226,9,1,1,1,0,1,2,3,3,1,2,1,8,0,0,0,7,2,370,0,170,540
233,9,0,0,0,0,2,2,3,3,2,3,3,18,2,2,0,2,3,110,180,520,810
238,9,0,1,0,0,0,0,0,1,0,0,4,6,0,1,0,3,1,-50,140,150,240
231,9,1,2,0,2,4,1,2,2,1,4,4,15,8,0,1,1,1,550,610,440,1600
240,9,0,0,0,0,2,0,1,2,0,1,0,12,0,1,0,4,1,0,-20,320,300
220,9,0,2,0,0,0,0,2,2,0,1,4,7,2,5,1,5,1,-140,250,160,270
228,9,1,1,2,2,3,7,3,3,5,3,2,16,3,1,0,0,0,880,260,480,1620
142,9,0,0,0,0,2,2,2,3,2,2,7,11,3,0,5,7,3,120,350,260,730
229,9,0,1,0,0,2,2,3,3,2,5,1,20,9,1,0,2,2,220,540,580,1340
144,9,0,0,0,0,1,1,3,3,1,1,7,6,2,3,3,6,8,-30,210,120,300
217,9,0,0,1,0,1,4,3,3,3,2,2,15,1,1,0,2,1,270,120,430,820
218,9,0,0,0,1,3,0,2,2,0,2,4,4,3,2,1,4,2,150,290,80,520
234,9,2,2,0,0,3,1,3,3,1,3,3,17,3,5,0,4,1,210,280,470,960
161,9,0,0,0,0,0,3,3,3,3,6,3,13,3,2,0,4,0,300,300,350,950
230,9,0,1,1,0,2,1,3,3,0,11,1,21,3,0,0,1,2,660,180,620,1460
219,9,0,0,1,1,3,1,2,3,0,3,1,9,3,3,2,6,5,320,100,210,630
232,9,0,0,0,2,1,0,3,3,0,1,6,13,4,1,1,3,0,290,470,360,1120
346,9,0,1,0,0,2,0,2,2,0,3,2,17,5,4,3,5,1,-10,330,460,780
159,9,0,0,2,0,0,3,3,4,1,3,3,7,1,0,0,5,0,470,180,160,810
351,9,0,2,0,0,3,4,3,3,4,4,4,12,0,3,0,5,2,120,120,310,550
137,9,0,1,1,0,0,1,3,3,0,7,3,11,2,2,3,4,0,420,210,290,920
138,9,0,0,0,0,3,2,2,3,2,8,7,7,1,0,1,17,3,410,270,40,720
139,9,0,1,1,0,2,2,2,3,1,5,9,12,1,0,6,7,4,380,280,290,950
140,9,0,0,1,0,0,4,3,3,3,0,8,3,1,0,1,1,2,210,330,80,620
141,9,0,0,1,0,0,1,2,3,0,2,4,10,1,2,0,4,4,190,140,260,590
145,9,0,0,1,1,1,1,1,2,0,2,0,9,0,0,0,3,0,380,0,240,620
146,9,1,0,0,2,1,0,3,3,0,2,4,18,2,2,2,1,4,440,180,530,1150
147,9,0,0,0,0,0,0,2,2,0,1,0,19,0,0,0,1,0,50,0,560,610
148,9,0,0,0,0,0,0,2,2,0,0,0,9,0,0,0,2,0,0,0,250,250
149,9,0,0,0,0,0,0,2,2,0,0,0,18,0,0,0,0,0,0,0,540,540
152,9,0,0,0,0,0,0,1,1,0,0,0,21,0,1,0,6,0,-30,0,570,540
153,9,0,0,0,0,0,0,2,2,0,0,0,4,0,0,0,3,0,0,0,90,90
154,9,0,1,0,0,0,1,2,2,1,1,0,11,0,1,0,4,0,20,0,290,310
155,9,2,0,0,3,0,0,1,3,0,2,0,15,0,1,0,3,0,750,0,420,1170
156,9,1,1,0,0,0,1,2,2,1,4,4,13,2,0,1,4,0,330,270,350,950
157,9,0,1,0,0,0,1,2,3,1,4,4,9,2,5,2,2,0,50,260,250,560
158,9,1,0,1,0,0,2,2,3,1,5,3,14,1,2,0,3,0,490,180,390,1060
162,9,0,0,0,0,0,1,2,3,1,0,2,7,3,2,1,4,1,-40,230,170,360
163,9,0,1,0,0,0,0,3,3,0,0,1,3,2,1,0,5,1,-50,140,40,130
164,9,0,0,0,1,1,2,2,3,2,2,6,4,3,2,1,5,1,210,390,70,670
245,9,0,0,0,1,0,0,2,2,0,0,0,14,2,1,1,3,2,110,70,390,570
302,9,0,0,0,0,0,1,2,2,1,4,0,16,2,1,0,7,5,190,20,410,620
303,9,0,2,0,0,1,1,2,3,1,3,1,24,0,1,0,9,4,90,-40,630,680
204,9,1,1,0,1,0,1,2,2,1,3,3,13,4,1,0,4,2,390,320,350,1060
205,9,0,0,1,0,1,3,2,2,2,4,2,9,3,3,0,3,1,290,240,240,770
206,9,0,0,2,2,0,3,2,3,1,4,2,10,1,1,0,2,1,770,120,280,1170
210,9,0,0,1,0,0,4,2,2,3,8,2,20,0,1,0,6,2,580,40,540,1160
211,9,0,0,1,1,0,3,2,3,2,4,9,7,2,1,0,4,2,500,440,170,1110
212,9,0,0,0,1,0,3,2,3,3,6,11,22,3,1,0,3,0,470,620,630,1720
214,9,0,0,1,0,0,4,2,2,3,8,4,21,1,1,0,3,6,580,100,600,1280
299,9,0,0,0,1,1,4,3,3,4,15,2,24,6,4,1,5,3,840,370,670,1880
215,9,0,0,2,0,0,4,2,1,2,1,0,10,0,0,0,2,1,390,-20,280,650
165,9,0,0,1,0,2,1,3,3,0,0,2,9,3,0,0,3,2,130,220,240,590
166,9,0,1,0,0,2,2,3,3,2,3,5,6,3,1,0,6,2,120,340,120,580
167,9,0,0,0,0,0,0,2,3,0,1,2,1,0,4,0,0,3,-70,20,30,-20
168,9,1,0,0,0,1,1,4,5,1,7,3,15,5,4,0,6,1,370,400,390,1160
169,9,0,0,0,0,1,2,2,2,2,5,4,9,1,3,0,5,1,190,200,220,610
170,9,2,0,4,0,1,5,2,3,1,13,2,17,4,1,0,5,0,1490,320,460,2270
172,9,1,1,0,2,1,2,3,3,2,3,5,8,3,2,0,2,0,510,380,220,1110
173,9,0,0,0,0,0,3,2,2,3,10,1,19,0,1,0,3,0,530,40,540,1110
174,9,0,0,2,0,1,6,1,2,4,4,5,10,0,0,0,0,3,570,140,300,1010
175,9,0,0,0,2,2,1,2,2,1,8,0,14,1,1,2,2,4,650,-40,400,1010
